rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/explained_variance,train/clip_fraction,train/learning_rate,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/approx_kl
1520.4905,16285,980,434.28,15974400,130,0.8405797183513641,0.25476155598958333,0.0003,1290,0.2,0.1006997674703598,-0.006411090869830029,0.12249099786470954,-3.1092396287371713,0.027409954
1455.333,16412,980,417.26,16097280,131,0.7993797659873962,0.26059895833333335,0.0003,1300,0.2,0.03214316442608833,-0.0065992347975558615,0.14983012268601062,-3.1058615639433267,0.029018011
1500.9298,16537,980,430.54,16220160,132,0.8478206247091293,0.26096028645833336,0.0003,1310,0.2,0.026287518441677094,-0.006969354617058343,0.15127568638408168,-3.1302102709934116,0.02890964
1499.8936,16662,980,432.9,16343040,133,0.8342634737491608,0.256884765625,0.0003,1320,0.2,0.021182183176279068,-0.0069081033793888,0.12752280346108213,-3.1319012768690784,0.027390096
1507.7975,16787,980,432.62,16465920,134,0.8380703777074814,0.25893717447916664,0.0003,1330,0.2,0.044286489486694336,-0.006607242297007663,0.12174265687470325,-3.1167575796693563,0.028146578
1570.1859,16917,980,447.02,16588800,135,0.8197766691446304,0.2523396809895833,0.0003,1340,0.2,0.006623752415180206,-0.006705359296441505,0.1163195847327006,-3.124653324286143,0.027657576
1488.5568,17041,980,427.42,16711680,136,0.8109647929668427,0.25450520833333334,0.0003,1350,0.2,0.012149512767791748,-0.0069637034238742975,0.1188743907972821,-3.1305980753401914,0.028039591
1503.9078,17166,980,430.24,16834560,137,0.8480639606714249,0.253974609375,0.0003,1360,0.2,0.011964503675699234,-0.006610340741796487,0.13944173626465878,-3.1085031431665024,0.0276665
1509.3453,17293,980,435.7,16957440,138,0.8259272277355194,0.25416666666666665,0.0003,1370,0.2,0.044969137758016586,-0.006947172016407421,0.14056160436031254,-3.1181003410493333,0.027877001
1417.5088,17430,979,401.36,17080320,139,0.8211270570755005,0.25652099609375,0.0003,1380,0.2,0.05580133572220802,-0.007346489079579139,0.1284196639956402,-3.127627397266527,0.028167535
1473.2993,17557,979,423.3,17203200,140,0.849638357758522,0.2565608723958333,0.0003,1390,0.2,0.010367907583713531,-0.006687364722141259,0.14350270926515804,-3.107843227436145,0.027980797
