rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/loss
1467.5472,14008320,967,437.44,14480,114,0.1250024926882179,-0.007189175405043594,0.0003,0.8463397771120071,0.26563883463541665,0.2,-3.278664820541938,1130,0.029274877,0.008348898962140083
1424.9158,14131200,967,421.24,14606,115,0.10984511202715415,-0.007073203449296368,0.0003,0.8720912933349609,0.2649788411458333,0.2,-3.3007001077756284,1140,0.028857172,0.048714086413383484
1415.2377,14254080,967,418.44,14734,116,0.11280737904598936,-0.006353490585355151,0.0003,0.8694174140691757,0.26159505208333333,0.2,-3.3006714718292156,1150,0.028025392,-0.0004797177389264107
1481.8389,14376960,967,435.28,14863,117,0.12759530543694078,-0.006611174527694554,0.0003,0.8576282113790512,0.2689306640625,0.2,-3.27580817664663,1160,0.02935216,0.03920998424291611
1366.9261,14499840,966,401.56,14999,118,0.10914379202518223,-0.006728263401607061,0.0003,0.853708952665329,0.2642928059895833,0.2,-3.277083224542439,1170,0.028638545,0.1015763208270073
1418.4838,14622720,966,419.02,15125,119,0.11423029169328705,-0.006641774204751224,0.0003,0.8735110610723495,0.26094645182291665,0.2,-3.29052454598248,1180,0.028446222,-0.004033997654914856
1413.1702,14745600,965,417.68,15272,120,0.10797456652430507,-0.006495925012495718,0.0003,0.861357718706131,0.2620849609375,0.2,-3.2794858429705105,1190,0.028766066,0.03814500570297241
1420.1296,14868480,965,422.4,15400,121,0.09654216906521469,-0.0065556293441659365,0.0003,0.8546723127365112,0.258974609375,0.2,-3.2603989247605205,1200,0.02821225,0.010885734111070633
1431.9756,14991360,965,423.3,15528,122,0.12694381888276743,-0.006809000609027862,0.0003,0.8642286509275436,0.270234375,0.2,-3.224243378651639,1210,0.030121138,0.01139785349369049
1502.3939,15114240,965,438.3,15654,123,0.10883465716804494,-0.0067302353737007554,0.0003,0.876932829618454,0.2677815755208333,0.2,-3.2271039711683986,1220,0.029539235,0.053102463483810425
1456.2751,15237120,965,425.66,15782,124,0.08922990092280088,-0.006765951504567056,0.0003,0.8280271142721176,0.266279296875,0.2,-3.1914667204394935,1230,0.029168691,0.0347617045044899
1406.0767,15360000,965,412.92,15909,125,0.10945974641780291,-0.006277048819683841,0.0003,0.8449195623397827,0.26659749348958334,0.2,-3.1688540677105386,1240,0.029465917,0.04456458240747452
1454.5629,15482880,965,425.28,16040,126,0.11329523740307196,-0.006854122766162618,0.0003,0.8452274948358536,0.26915608723958334,0.2,-3.1744705222050347,1250,0.029887352,0.01501404494047165
1439.506,15605760,964,420.02,16172,127,0.1153337204606214,-0.006428455119427478,0.0003,0.8805274069309235,0.2679736328125,0.2,-3.186096215210855,1260,0.029485434,0.051912639290094376
1482.3689,15728640,964,435.02,16302,128,0.10176237872471877,-0.006252338511427903,0.0003,0.8706656992435455,0.2661971028645833,0.2,-3.1895571482305725,1270,0.029444396,0.08187197148799896
1345.2798,15851520,963,397.56,16459,129,0.11600141615359462,-0.006892763626989714,0.0003,0.8674386888742447,0.2679744466145833,0.2,-3.1818059722334144,1280,0.030673899,0.1373756229877472
1374.0515,15974400,963,406.2,16587,130,0.12322349427282461,-0.006915366180340546,0.0003,0.8810131922364235,0.26650146484375,0.2,-3.167962654369573,1290,0.029392596,0.03478380665183067
1483.3314,16097280,963,433.14,16713,131,0.11719616187285282,-0.006420719989619101,0.0003,0.854730948805809,0.26375732421875,0.2,-3.1489370166137816,1300,0.029511604,0.037444379180669785
1459.9293,16220160,962,425.2,16850,132,0.10834868866518567,-0.0066684432290094265,0.0003,0.8825300484895706,0.26422037760416667,0.2,-3.1591311787938077,1310,0.028617715,0.002505926415324211
1456.0054,16343040,960,422.88,17007,133,0.1336031104978853,-0.006226565512533853,0.0003,0.8709105551242828,0.26491861979166664,0.2,-3.1517643247668943,1320,0.02872502,0.2815750539302826
1436.6229,16465920,961,422.36,17133,134,0.11933304175909143,-0.006621067840460455,0.0003,0.8312309086322784,0.2653474934895833,0.2,-3.1189816110953688,1330,0.028889593,0.11209973692893982
1451.722,16588800,961,421.1,17261,135,0.13777624190105903,-0.006433331255217733,0.0003,0.8525572419166565,0.26715169270833333,0.2,-3.1061663768316308,1340,0.029764164,0.008303806185722351
1429.025,16711680,960,418.04,17389,136,0.10542923301822156,-0.006310130107697963,0.0003,0.8654198497533798,0.26772705078125,0.2,-3.109721839701136,1350,0.029907616,0.04431283473968506
1420.1064,16834560,960,413.18,17517,137,0.1260520736031079,-0.006232494033950691,0.0003,0.8428001254796982,0.2641552734375,0.2,-3.080909932938715,1360,0.030036507,0.07080903649330139
1425.0908,16957440,960,421.44,17645,138,0.14210500788254044,-0.0062103417742764575,0.0003,0.8652762770652771,0.2662459309895833,0.2,-3.0783437277873356,1370,0.030171232,0.023341484367847443
1362.7225,17080320,960,397.34,17774,139,0.12619203230792966,-0.005807360457392861,0.0003,0.8343947976827621,0.26703776041666666,0.2,-3.0786574802175166,1380,0.029359218,0.012284684926271439
1442.607,17203200,961,424.4,17900,140,0.11238004146459085,-0.006230414093258029,0.0003,0.8810727149248123,0.26415934244791667,0.2,-3.086267022266984,1390,0.028859492,0.03322489932179451
1353.7919,17326080,961,399.46,18028,141,0.13613404191603573,-0.006534934855590108,0.0003,0.8589713424444199,0.2641455078125,0.2,-3.081987983646492,1400,0.029901113,0.04705370217561722
