time/iterations,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/value_loss,train/explained_variance,train/n_updates,train/loss,train/entropy_loss
417,1509.1957,51240960,350.4,706,72565,-0.007794359523080251,0.2,0.0002,0.12070232,0.3494441731770833,0.07704240741664156,0.8962446600198746,4160,0.056976594030857086,-1.066742873415351
418,1607.1586,51363840,391.2,706,72749,-0.008144207502773497,0.2,0.0002,0.12416407,0.34592366536458335,0.07365863870062943,0.8821425884962082,4170,-0.028090767562389374,-1.046111207700645
419,1448.446,51486720,344.46666666666664,705,72936,-0.008801490406143178,0.2,0.0002,0.12305481,0.34601725260416666,0.09963886368626845,0.8211390823125839,4180,0.03167039901018143,-1.0333705507405102
420,1396.4739,51609600,332.73333333333335,705,73120,-0.007931559988016186,0.2,0.0002,0.12465627,0.3488028971354167,0.07382818331689729,0.895346999168396,4190,-0.016086334362626076,-1.052780862186725
421,1443.9431,51732480,340.73333333333335,705,73305,-0.007148918917476597,0.2,0.0002,0.12495278,0.35133544921875,0.07638780437181898,0.908128522336483,4200,0.015378808602690697,-1.0634836113608133
422,1606.7448,51855360,368.8,705,73489,-0.007688322804545654,0.2,0.0002,0.1256675,0.3530908203125,0.08169835853417075,0.8774570822715759,4210,-0.007656208239495754,-1.0646145296469331
423,1625.8773,51978240,387.53333333333336,705,73675,-0.008155950976918878,0.2,0.0002,0.12172294,0.35093017578125,0.07928253373849051,0.9024490565061569,4220,0.014190705493092537,-1.0684539018229893
424,1685.2787,52101120,409.8,705,73860,-0.008013442875805292,0.2,0.0002,0.11976316,0.35106282552083334,0.08080700246934915,0.9030834212899208,4230,-0.0006611570715904236,-1.0696963873909164
425,1598.5962,52224000,372.3333333333333,705,74047,-0.008034635024426582,0.2,0.0002,0.120841265,0.3520255533854167,0.07475504011798573,0.8953043892979622,4240,-0.003481948748230934,-1.083650538912043
426,1661.1997,52346880,389.4,705,74235,-0.008424300321591242,0.2,0.0002,0.12446292,0.3513916015625,0.06919488936473499,0.8937588110566139,4250,-0.010354380123317242,-1.078956534874936
427,1413.3577,52469760,343.3333333333333,704,74439,-0.007716007003230819,0.2,0.0002,0.12120983,0.35318359375,0.08050677915273506,0.8819081410765648,4260,0.0035882405936717987,-1.0777830123187353
428,1752.7617,52592640,424.6,704,74624,-0.007395850989384296,0.2,0.0002,0.117868066,0.3475634765625,0.07718544273882193,0.9074560403823853,4270,0.00216873362660408,-1.0874630383464197
429,1479.3099,52715520,366.8,704,74818,-0.00840280901168929,0.2,0.0002,0.1223819,0.3510636393229167,0.06883765923669367,0.9025209099054337,4280,0.019275976344943047,-1.0961803767861178
430,1590.2346,52838400,380.3333333333333,704,75006,-0.008498554003999743,0.2,0.0002,0.12235321,0.35328776041666665,0.069256361009393,0.8868730589747429,4290,0.020826512947678566,-1.0909995437754938
431,1488.4637,52961280,373.73333333333335,704,75191,-0.008231371814623951,0.2,0.0002,0.11598094,0.34808268229166667,0.06876293709787812,0.902813233435154,4300,0.03890995308756828,-1.0910917601951708
432,1638.0364,53084160,382.06666666666666,704,75377,-0.00889002284140588,0.2,0.0002,0.12529255,0.34870035807291666,0.06813132865800678,0.8815016895532608,4310,-0.008961992338299751,-1.0661464210351308
433,1673.0978,53207040,393.73333333333335,704,75565,-0.0080041130881303,0.2,0.0002,0.12104107,0.35072672526041665,0.07445570917717607,0.8941045850515366,4320,0.009091075509786606,-1.0901801723397027
434,1570.357,53329920,372.8,703,75754,-0.008181046969845436,0.2,0.0002,0.11447744,0.3459952799479167,0.05799906905784155,0.9064691737294197,4330,-0.005159564316272736,-1.0735395531915128
435,1399.8844,53452800,325.46666666666664,703,75942,-0.008197109847787942,0.2,0.0002,0.12121259,0.3526106770833333,0.08043288106074518,0.8942574858665466,4340,-0.00037384405732154846,-1.0791038471056769
436,1588.9689,53575680,392.06666666666666,703,76127,-0.008191128915235216,0.2,0.0002,0.12017913,0.34875651041666667,0.07793113003892359,0.8927207514643669,4350,-0.009469185024499893,-1.0892645164889594
437,1491.238,53698560,349.8666666666667,703,76312,-0.007779711266399924,0.2,0.0002,0.119124554,0.3462955729166667,0.0720742092741178,0.8929061591625214,4360,0.0035423822700977325,-1.0802695829762767
438,1355.9081,53821440,317.46666666666664,703,76499,-0.00812444120469081,0.2,0.0002,0.121738955,0.34626383463541666,0.07160560861098929,0.894626185297966,4370,-0.011863050051033497,-1.0784029048122465
439,1674.1355,53944320,403.1333333333333,703,76686,-0.008695104771641126,0.2,0.0002,0.123842634,0.34869140625,0.07503477995313006,0.9045460745692253,4380,-0.03598001226782799,-1.0599802764349928
440,1610.5212,54067200,391.1333333333333,703,76871,-0.0086697090904939,0.2,0.0002,0.12114277,0.3503238932291667,0.07027721943086362,0.9158452898263931,4390,0.005939526483416557,-1.0615325888060034
441,1777.0009,54190080,401.2,703,77059,-0.007778437934151347,0.2,0.0002,0.12050374,0.3454890950520833,0.07967424767800063,0.8953293859958649,4400,-0.01881856843829155,-1.0666314159240573
442,1677.4895,54312960,410.6,703,77244,-0.008816343397035476,0.2,0.0002,0.122499384,0.34634033203125,0.07058520354592474,0.91531702876091,4410,0.02352290228009224,-1.0526919605738172
443,1324.7611,54435840,327.3333333333333,703,77430,-0.008343688004363988,0.2,0.0002,0.11967073,0.34880696614583334,0.0677768298240456,0.8839141353964806,4420,-0.03827614337205887,-1.0841186668910086
444,1372.1309,54558720,330.73333333333335,702,77616,-0.008354454441820659,0.2,0.0002,0.12523994,0.34712646484375,0.07495862629616265,0.9012980833649635,4430,0.045019567012786865,-1.0642139527356873
445,1400.9788,54681600,339.3333333333333,702,77803,-0.008386341868087281,0.2,0.0002,0.12305932,0.34671142578125,0.06754977983049078,0.9173708483576775,4440,-0.018031105399131775,-1.0708390208799392
446,1603.9603,54804480,395.2,702,77989,-0.007710603821409071,0.2,0.0002,0.12270632,0.34926432291666665,0.08386283460111978,0.9025590494275093,4450,-0.021293386816978455,-1.0788509768123429
447,1163.2324,54927360,281.1333333333333,702,78178,-0.007608834969754147,0.2,0.0002,0.12101175,0.34428059895833335,0.07167796295121662,0.9077929779887199,4460,0.000964699313044548,-1.076616743421182
448,1605.1881,55050240,369.0,702,78366,-0.00852875578205385,0.2,0.0002,0.12439381,0.34870035807291666,0.08190737849858123,0.9137266725301743,4470,0.061667170375585556,-1.078530013980344
449,1620.0715,55173120,393.1333333333333,702,78554,-0.008037028827087246,0.2,0.0002,0.12389755,0.34973714192708333,0.0910463453954435,0.8762817159295082,4480,-0.0035217739641666412,-1.0727534468347828
450,1694.1912,55296000,400.93333333333334,702,78741,-0.00760904878623478,0.2,0.0002,0.12153378,0.34696533203125,0.06355418671805334,0.9028643071651459,4490,0.050442375242710114,-1.0781157400272787
451,1381.2018,55418880,330.6,702,78930,-0.007788317874110362,0.2,0.0002,0.12382857,0.34741536458333333,0.07861351343919523,0.8796290382742882,4500,0.5263180136680603,-1.0669649753471215
452,1447.6991,55541760,346.8,702,79117,-0.007624623818816569,0.2,0.0002,0.12519464,0.34736490885416665,0.0747581166606445,0.904105968773365,4510,-0.0027100220322608948,-1.0650779797912886
453,1154.1161,55664640,274.2,701,79304,-0.007982333369054686,0.2,0.0002,0.12022689,0.3437117513020833,0.07383122608875661,0.911478579044342,4520,-0.03135201334953308,-1.0602973600632202
454,1565.9993,55787520,380.0,701,79490,-0.007517430435163988,0.2,0.0002,0.120540746,0.34402099609375,0.08458102654762721,0.9069462046027184,4530,-0.015260985121130943,-1.054193058166032
455,1694.6512,55910400,429.93333333333334,701,79679,-0.007726886430148927,0.2,0.0002,0.11478769,0.34238118489583336,0.06963698491138832,0.8948321640491486,4540,-0.0010242313146591187,-1.0824275682587177
456,1802.572,56033280,425.53333333333336,701,79867,-0.00825312107693359,0.2,0.0002,0.12572089,0.34584228515625,0.07635647011877154,0.8802054449915886,4550,0.0062155285850167274,-1.0665535428530226
457,1493.6823,56156160,348.26666666666665,701,80053,-0.008044983712625253,0.2,0.0002,0.1189531,0.3388427734375,0.06834060614865545,0.8887279853224754,4560,0.02316262014210224,-1.0566044614991794
458,1395.2388,56279040,332.53333333333336,701,80242,-0.007461292805328412,0.2,0.0002,0.118891336,0.34224527994791665,0.07911766425723424,0.8867162764072418,4570,0.0032385671511292458,-1.0570576787305375
459,1584.7449,56401920,373.53333333333336,701,80432,-0.007823076014477313,0.2,0.0002,0.11781677,0.34180257161458333,0.06334516015248179,0.892029233276844,4580,-0.009727008640766144,-1.049992079048728
460,1684.4331,56524800,404.2,701,80621,-0.007908170773801734,0.2,0.0002,0.119970866,0.34278727213541665,0.07212499869975242,0.8754173219203949,4590,-0.022000618278980255,-1.059186054194967
461,1327.6161,56647680,309.26666666666665,700,80810,-0.0067975244668377855,0.2,0.0002,0.1192479,0.3431477864583333,0.07715979945925938,0.8792067542672157,4600,-0.0016480982303619385,-1.0685104935616254
462,1590.205,56770560,382.46666666666664,700,81000,-0.0077889223076666285,0.2,0.0002,0.11868067,0.3427001953125,0.06142921137766583,0.9182665348052979,4610,0.027945037931203842,-1.0586509035651883
463,1499.9354,56893440,369.8666666666667,700,81188,-0.007642992063862645,0.2,0.0002,0.1211541,0.3421549479166667,0.07100948561841505,0.9002016186714172,4620,0.02071394771337509,-1.0407572235787907
464,1530.6141,57016320,358.53333333333336,700,81375,-0.007212095860674405,0.2,0.0002,0.12080161,0.34154541015625,0.08063127115526489,0.8977922424674034,4630,0.02223428152501583,-1.0559489029056082
465,1466.2793,57139200,347.0,700,81561,-0.007504319301006035,0.2,0.0002,0.115436666,0.34137613932291666,0.07556412194050305,0.8641751706600189,4640,0.0029727593064308167,-1.0543468386648844
466,1582.95,57262080,376.73333333333335,700,81751,-0.00761501129954316,0.2,0.0002,0.11835424,0.3400439453125,0.07027320570826608,0.9013689830899239,4650,0.012833666056394577,-1.0479864126909524
467,1326.599,57384960,315.2,700,81940,-0.005874193111964511,0.2,0.0002,0.11383208,0.3379345703125,0.0746547897423443,0.8949818015098572,4660,-0.0004382161423563957,-1.086280800451835
468,1708.9866,57507840,411.26666666666665,700,82127,-0.007493328930595453,0.2,0.0002,0.114759676,0.33837565104166667,0.07334246789820706,0.8997980877757072,4670,-0.004497373476624489,-1.078168366070216
469,1766.4391,57630720,420.53333333333336,700,82316,-0.007155238775103498,0.2,0.0002,0.1212546,0.3401106770833333,0.06364479602506132,0.894453726708889,4680,-0.02934679202735424,-1.0613128848622242
470,1551.5396,57753600,363.73333333333335,700,82502,-0.007175520753996049,0.2,0.0002,0.11617959,0.33640950520833335,0.07513202585667993,0.895055279135704,4690,0.012542393058538437,-1.0581463162445774
471,1734.6329,57876480,411.8,699,82688,-0.008302157221593612,0.2,0.0002,0.118765466,0.3405533854166667,0.0674721589931384,0.9145391210913658,4700,-0.01606718637049198,-1.0525295009681335
472,1611.7052,57999360,378.06666666666666,699,82878,-0.009207602907551215,0.2,0.0002,0.11754065,0.33960693359375,0.06710573173487015,0.8944477885961533,4710,-0.009878512471914291,-1.064067187231655
473,1757.4171,58122240,402.46666666666664,699,83065,-0.007530071609162406,0.2,0.0002,0.11396492,0.33781331380208335,0.07323325356776574,0.8900109604001045,4720,0.010511432774364948,-1.0454967920606335
474,1605.6898,58245120,381.93333333333334,699,83252,-0.007461653705559001,0.2,0.0002,0.11217069,0.3375651041666667,0.07118875621759799,0.8884737342596054,4730,0.01879991590976715,-1.0749084736096362
475,1454.1361,58368000,340.73333333333335,699,83439,-0.008442219216012745,0.2,0.0002,0.11004676,0.3357625325520833,0.059120571401290366,0.9056523516774178,4740,-0.009096149355173111,-1.0610821139595161
476,1544.3258,58490880,356.73333333333335,699,83627,-0.0077847098801112225,0.2,0.0002,0.1139874,0.33681070963541665,0.0736993947426284,0.9008068218827248,4750,-0.04433605074882507,-1.070681289959078
477,1877.0533,58613760,446.06666666666666,699,83814,-0.007725108619633829,0.2,0.0002,0.11734808,0.3347599283854167,0.08033576951776922,0.9081356450915337,4760,-0.025129687041044235,-1.0602372140840937
478,1576.8646,58736640,380.8,699,84016,-0.007647886143671106,0.2,0.0002,0.117120735,0.34076578776041666,0.0723183805529455,0.8994349539279938,4770,0.01971522346138954,-1.0657823146724452
479,1454.4341,58859520,334.8666666666667,699,84204,-0.007977756344535009,0.2,0.0002,0.12188343,0.33739908854166667,0.06721451486880445,0.9106061235070229,4780,-0.03695991635322571,-1.068412672560662
480,1832.2384,58982400,422.1333333333333,698,84391,-0.006991820089169778,0.2,0.0002,0.11520362,0.33264322916666667,0.05888756988759269,0.9089577123522758,4790,0.0039771562442183495,-1.0559588510667284
481,1473.9113,59105280,342.06666666666666,698,84578,-0.008024906434854226,0.2,0.0002,0.119066365,0.33623128255208334,0.07069002675147203,0.8813699707388878,4800,0.0327494814991951,-1.0610348096583038
482,1543.3715,59228160,351.53333333333336,698,84765,-0.008253234406492994,0.2,0.0002,0.118392214,0.33613932291666665,0.06710808030996608,0.8988858386874199,4810,0.04832396283745766,-1.0615835160265366
483,1599.7693,59351040,373.1333333333333,698,84989,-0.007457603096084616,0.2,0.0002,0.11442183,0.33283365885416666,0.06350651658511197,0.908200167119503,4820,0.004028975963592529,-1.0514135781830798
484,1839.9956,59473920,430.93333333333334,698,85176,-0.008050515716940937,0.2,0.0002,0.11631928,0.33365804036458335,0.08096782757645997,0.891341932117939,4830,0.007862537167966366,-1.058339794172595
485,1673.6716,59596800,391.8,698,85363,-0.007054473905700433,0.2,0.0002,0.11694737,0.33992431640625,0.07014558963674063,0.8863350972533226,4840,-0.004007110372185707,-1.0532412422665705
486,1380.7684,59719680,316.4,698,85552,-0.008269091835306124,0.2,0.0002,0.12168959,0.33559488932291665,0.07163208447486492,0.900474913418293,4850,-0.03820313513278961,-1.0756432052422316
487,1584.2727,59842560,385.6666666666667,697,85747,-0.00766801713658424,0.2,0.0002,0.117161654,0.33685302734375,0.07531282131540744,0.8821097239851952,4860,0.0183592289686203,-1.063466908413296
488,1429.7014,59965440,340.3333333333333,697,85937,-0.008003277129361474,0.2,0.0002,0.11714573,0.33273111979166664,0.06328575604714085,0.8927989080548286,4870,0.012444915249943733,-1.0647394312048952
489,1668.8168,60088320,406.6666666666667,697,86125,-0.0076544353562925,0.2,0.0002,0.114450425,0.33166666666666667,0.0774619681952754,0.899185299873352,4880,0.009910501539707184,-1.0621019204550732
