rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/clip_fraction,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl
1487.7378,16097280,959,435.2,16774,131,0.26524658203125,0.0003,0.8237029016017914,-3.020412902173897,0.008300166577100754,1300,0.2,-0.006403178775847967,0.12820807788918803,0.028162388
1471.643,16220160,959,424.52,16903,132,0.2647908528645833,0.0003,0.8079493045806885,-3.0367777461061873,0.06685197353363037,1310,0.2,-0.007075775818163189,0.13273369858254833,0.028483273
1527.3917,16343040,958,444.54,17056,133,0.27073079427083335,0.0003,0.7903113961219788,-3.033472956866026,0.08022643625736237,1320,0.2,-0.007026905793833672,0.14346390832623002,0.029758874
1472.5732,16465920,958,427.32,17186,134,0.2654264322916667,0.0003,0.8383784592151642,-3.027629114960631,0.0086583960801363,1330,0.2,-0.006911322496301484,0.11823829073196976,0.028416626
1541.6458,16588800,957,445.68,17316,135,0.26495930989583333,0.0003,0.829651728272438,-3.0227828395366667,-0.0035367757081985474,1340,0.2,-0.006691805507695487,0.1301949927874375,0.027710028
1519.871,16711680,957,434.48,17447,136,0.2645670572916667,0.0003,0.8021033406257629,-3.028570396838089,0.05997217446565628,1350,0.2,-0.007364599616030318,0.11652101672278756,0.02873536
1499.172,16834560,957,430.8,17577,137,0.2650984700520833,0.0003,0.8610484898090363,-3.037806898318231,-0.006506836041808128,1360,0.2,-0.007185478742042809,0.11914922339802918,0.02862777
1443.9631,16957440,957,421.06,17707,138,0.26530598958333335,0.0003,0.8457844108343124,-2.993843082350989,0.02929757535457611,1370,0.2,-0.006885711692245119,0.13583873230789323,0.02823362
1433.2655,17080320,957,418.14,17835,139,0.26660237630208333,0.0003,0.865023747086525,-2.981406549947957,0.07786327600479126,1380,0.2,-0.007002908178983489,0.13165099318755286,0.028877731
1481.6506,17203200,957,427.74,17963,140,0.27037190755208335,0.0003,0.8430840224027634,-2.9927194133400916,0.009384777396917343,1390,0.2,-0.007158298294577131,0.15656882190708227,0.029160837
1493.8534,17326080,957,430.28,18093,141,0.27148274739583333,0.0003,0.8384452015161514,-2.965884513705969,0.009768608957529068,1400,0.2,-0.00601145250825842,0.1412029001294286,0.029194087
1510.9648,17448960,957,432.84,18221,142,0.2656429036458333,0.0003,0.8323103338479996,-2.9790822504336636,0.06579667329788208,1410,0.2,-0.006874637758737662,0.12561246124256287,0.028512092
1454.3264,17571840,957,419.82,18352,143,0.26458251953125,0.0003,0.8295842260122299,-2.962687163129449,0.0452900230884552,1420,0.2,-0.007074849288383121,0.12187763180050146,0.027946662
1536.6611,17694720,957,442.28,18480,144,0.2655509440104167,0.0003,0.8384997248649597,-2.961058558896184,0.02041393332183361,1430,0.2,-0.006847894772345171,0.14341281684629698,0.028935222
1411.779,17817600,957,407.9,18609,145,0.2684073893229167,0.0003,0.8348403871059418,-2.9694375421603523,0.035340867936611176,1440,0.2,-0.006678221205953984,0.12726384669193067,0.028852494
1503.1757,17940480,957,434.62,18738,146,0.2657722981770833,0.0003,0.8396855443716049,-2.9660236507902544,0.04474464803934097,1450,0.2,-0.006546210593848324,0.13831022192491219,0.028425511
