time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/n_updates,train/loss,train/value_loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/explained_variance
57976,282,909.7709,403.0,34652160,597,-0.002385878401091759,0.18826171875,0.2,8410,0.024522382766008377,0.018805734995981236,0.0002,0.06589042,-0.6433484814750652,0.855257585644722
58182,283,856.54,386.2,34775040,597,-0.0032332310417647627,0.19249918619791667,0.2,8420,-0.024074818938970566,0.03706044726359664,0.0002,0.0718518,-0.6334439652319998,0.7773882895708084
58388,284,794.1396,375.6666666666667,34897920,597,-0.0020009258626987503,0.18286946614583333,0.2,8430,0.007926326245069504,0.034763956600882766,0.0002,0.07075747,-0.6257683531924462,0.8344387710094452
58600,285,822.3416,379.53333333333336,35020800,597,-0.0024602924904183966,0.18736897786458334,0.2,8440,-0.019291186705231667,0.027470732490713773,0.0002,0.0685497,-0.6163689043869575,0.8390527665615082
58810,286,906.07434,434.8,35143680,597,-0.0017097846997179051,0.181845703125,0.2,8450,-0.012543365359306335,0.023312245789794586,0.0002,0.070607424,-0.5941189560371761,0.8722674250602722
59018,287,770.9716,363.4,35266560,597,-0.002255214600455323,0.18221923828125,0.2,8460,-0.014435919001698494,0.023806813684189288,0.0002,0.06651339,-0.590427260849004,0.8786616623401642
59226,288,739.8949,406.73333333333335,35389440,597,-0.003408743349470266,0.17865478515625,0.2,8470,0.014409066177904606,0.02605486526901094,0.0002,0.0686558,-0.580250413689452,0.8870256543159485
59434,289,727.3349,334.0,35512320,597,-0.0018982431426229596,0.17637125651041666,0.2,8480,-0.03037310019135475,0.02438250259331312,0.0002,0.06863178,-0.573294839792264,0.8303763717412949
59641,290,912.22595,442.73333333333335,35635200,597,-0.002862301064778876,0.18639973958333333,0.2,8490,-0.02154964953660965,0.028892913858969298,0.0002,0.08264467,-0.5765338326509422,0.9044173359870911
59847,291,833.7849,406.1333333333333,35758080,597,-0.00343842148894358,0.18265706380208332,0.2,8500,-0.008066946640610695,0.04266595818418561,0.0002,0.07547056,-0.5674594911063711,0.7175270915031433
60056,292,913.61383,425.26666666666665,35880960,597,-0.0016565205904316826,0.18110026041666666,0.2,8510,0.005336281377822161,0.030026675989998922,0.0002,0.07703328,-0.5580318924148256,0.8795710951089859
60264,293,970.9875,408.6666666666667,36003840,597,-0.0015261321494836012,0.17799723307291668,0.2,8520,0.0218352023512125,0.024323021319682236,0.0002,0.07000265,-0.5519201503461226,0.8730488866567612
60472,294,906.5197,424.3333333333333,36126720,597,-0.002652022711611911,0.18438720703125,0.2,8530,0.015886476263403893,0.021046387405412665,0.0002,0.07139484,-0.5571230054801951,0.8731343597173691
60680,295,900.40704,425.06666666666666,36249600,597,-0.0024057909416508967,0.19043619791666666,0.2,8540,0.006045510061085224,0.03529078872540405,0.0002,0.08105352,-0.568261973777165,0.832323282957077
60888,296,882.309,402.1333333333333,36372480,597,-0.0017596109619807975,0.18627278645833334,0.2,8550,-0.008045313879847527,0.020298354051002433,0.0002,0.07145785,-0.5627531654542933,0.8719834685325623
61097,297,892.56934,424.3333333333333,36495360,597,-0.0021375819935443964,0.18756917317708333,0.2,8560,-0.010990348644554615,0.023720397473232804,0.0002,0.07059063,-0.5709673285204917,0.8548104166984558
61305,298,891.89514,450.0,36618240,597,-0.0010526315868287384,0.18353597005208333,0.2,8570,0.003494789358228445,0.034296346544354796,0.0002,0.07107422,-0.5624933018100758,0.8199651390314102
61516,299,939.79895,450.0,36741120,597,-0.0025015135049883007,0.18723470052083332,0.2,8580,-0.02526266500353813,0.020445929395125403,0.0002,0.07103714,-0.565948710142014,0.9041900038719177
61725,300,826.4281,389.26666666666665,36864000,597,-0.0017515365106646641,0.18713216145833333,0.2,8590,0.011014040559530258,0.013828462874705376,0.0002,0.06897862,-0.5537242375112449,0.8290363699197769
61948,301,759.0948,379.73333333333335,36986880,597,-0.002460415318316033,0.1904150390625,0.2,8600,-0.010714209638535976,0.03231289937305367,0.0002,0.0756387,-0.5507863828338062,0.8594157695770264
62157,302,930.683,450.0,37109760,597,-0.0029834062239297056,0.19462320963541666,0.2,8610,0.003967137075960636,0.033336505144052356,0.0002,0.073800735,-0.5575945181647937,0.8519746959209442
62366,303,831.07153,347.0,37232640,597,-0.001955836116891684,0.18149983723958332,0.2,8620,-0.008670765906572342,0.017764391241177388,0.0002,0.06781764,-0.5413758628520494,0.8551167398691177
62576,304,943.51776,400.6666666666667,37355520,596,-0.0028479176706484094,0.18538330078125,0.2,8630,-0.017339758574962616,0.03074552109031212,0.0002,0.07176738,-0.5389014711805309,0.8363035321235657
62785,305,983.0699,398.6666666666667,37478400,596,-0.0029636071526389666,0.18448811848958332,0.2,8640,-0.019634591415524483,0.02329125716745845,0.0002,0.07595369,-0.5385690901537116,0.811836764216423
62993,306,919.685,429.26666666666665,37601280,596,-0.0024024499997600895,0.18481852213541666,0.2,8650,0.033283479511737823,0.029107541570264173,0.0002,0.06833659,-0.5381318878506621,0.7870167791843414
63200,307,942.289,399.26666666666665,37724160,596,-0.002478563576163045,0.18519287109375,0.2,8660,-0.021308207884430885,0.028234861921480767,0.0002,0.06708936,-0.5385297266207636,0.7915576100349426
63411,308,1020.1262,417.93333333333334,37847040,596,-0.0037165766395173706,0.17742513020833334,0.2,8670,-0.012656481005251408,0.01932076200657965,0.0002,0.06609922,-0.5302508146688342,0.8610717058181763
63621,309,876.62823,426.06666666666666,37969920,596,-0.0038393127285416993,0.18511149088541667,0.2,8680,0.02726222388446331,0.024292304605643265,0.0002,0.07198191,-0.5398144919301072,0.872548371553421
63832,310,943.4492,441.53333333333336,38092800,596,-0.0029944531062301395,0.17807698567708333,0.2,8690,0.08613882213830948,0.01606745760323482,0.0002,0.0752718,-0.5466973850286255,0.8680663257837296
64043,311,954.44696,428.6666666666667,38215680,596,-0.0029631984032433443,0.17663004557291667,0.2,8700,-0.01219753734767437,0.02032593016891762,0.0002,0.067308255,-0.5379857837005207,0.8289806991815567
64251,312,776.1336,397.3333333333333,38338560,596,-0.0027457501629487525,0.18550130208333335,0.2,8710,-0.029947660863399506,0.030758762516053747,0.0002,0.06741099,-0.5462116381929566,0.8115257024765015
64459,313,820.28516,391.26666666666665,38461440,596,-0.0028532546951949675,0.17942220052083332,0.2,8720,-0.016755662858486176,0.028249338867300744,0.0002,0.06418861,-0.5394817042537033,0.8706546723842621
64667,314,993.69604,401.46666666666664,38584320,596,-0.003664604086510129,0.181513671875,0.2,8730,0.03888627514243126,0.019583189908983438,0.0002,0.069619134,-0.5365400274392839,0.850684404373169
64876,315,975.80444,407.8666666666667,38707200,596,-0.002951391797112895,0.18659993489583335,0.2,8740,-0.027418512850999832,0.03863186269265346,0.0002,0.07456712,-0.539133359240368,0.7157076597213745
65086,316,992.5556,418.46666666666664,38830080,596,-0.0031827969988868668,0.18183675130208332,0.2,8750,-0.009388897567987442,0.021237888551935195,0.0002,0.07028108,-0.5382127019623294,0.8495721966028214
65296,317,937.7255,424.26666666666665,38952960,596,-0.0032973356975465624,0.1865234375,0.2,8760,-0.014184586703777313,0.01597851144759242,0.0002,0.06862609,-0.5433814991653586,0.8165863305330276
65508,318,977.532,450.0,39075840,596,-0.0035610311155983253,0.18109944661458333,0.2,8770,-0.019174447283148766,0.032326338651356916,0.0002,0.066460624,-0.5373257077050706,0.8337023109197617
65719,319,1007.0152,437.06666666666666,39198720,596,-0.0021912103866967908,0.18212320963541667,0.2,8780,0.08280490338802338,0.026609161300660086,0.0002,0.06857754,-0.5253719798801467,0.7268986403942108
65928,320,824.7888,423.53333333333336,39321600,596,-0.001969942095889413,0.18421061197916666,0.2,8790,0.0083052022382617,0.033818247436491145,0.0002,0.06745316,-0.5283070220348115,0.8392983824014664
66138,321,871.2209,402.2,39444480,596,-0.003163880902126645,0.18302001953125,0.2,8800,-0.02885996736586094,0.026908088635742993,0.0002,0.06392014,-0.5348270708524312,0.8200574964284897
66348,322,921.4047,405.53333333333336,39567360,596,-0.0038049078089140193,0.18670654296875,0.2,8810,-0.009772732853889465,0.02538069835741415,0.0002,0.07425127,-0.5310381848582377,0.8442351818084717
66558,323,978.7203,450.0,39690240,596,-0.0030939232251967043,0.18230387369791667,0.2,8820,-0.005096032749861479,0.015256630527521036,0.0002,0.07020189,-0.5341900408392152,0.8166952729225159
66769,324,1010.1199,424.26666666666665,39813120,596,-0.003269401075172027,0.18396809895833333,0.2,8830,-0.004883379675447941,0.0172191485908877,0.0002,0.06801876,-0.5299440624983981,0.8914860263466835
66978,325,737.68176,339.2,39936000,596,-0.002408235450478363,0.181689453125,0.2,8840,0.0022700221743434668,0.02540141897050565,0.0002,0.06318208,-0.5387002226384356,0.8031438738107681
67204,326,980.20605,450.0,40058880,596,-0.0020078120895444347,0.18387776692708332,0.2,8850,-0.002044418826699257,0.026209252915222123,0.0002,0.071355514,-0.537167346761562,0.8626008927822113
67416,327,820.7597,373.73333333333335,40181760,596,-0.0031220664106300926,0.18466878255208333,0.2,8860,-0.024872923269867897,0.02290751026511941,0.0002,0.067253016,-0.5442619154136628,0.8696494549512863
67626,328,922.96857,420.6666666666667,40304640,595,-0.0034901946523526323,0.1865576171875,0.2,8870,-0.008012211881577969,0.01902707792343809,0.0002,0.07083095,-0.5387885729720195,0.886561430990696
67836,329,903.331,424.46666666666664,40427520,595,-0.003211235180463821,0.19189615885416667,0.2,8880,-0.02515280432999134,0.03450143787765531,0.0002,0.07078068,-0.5466804156669726,0.8084152936935425
68047,330,981.81976,409.6666666666667,40550400,595,-0.0036657566473513726,0.18588704427083333,0.2,8890,-0.02460990659892559,0.017899936981651383,0.0002,0.07214988,-0.551054334899721,0.8549025505781174
68255,331,1006.76074,450.0,40673280,595,-0.0021203231706279743,0.18740397135416667,0.2,8900,-0.003421907313168049,0.029551308057176963,0.0002,0.06402449,-0.5604712768318132,0.8711791634559631
68466,332,987.71655,431.6,40796160,595,-0.0028632533111825373,0.18529703776041667,0.2,8910,-0.01108913216739893,0.01976293017442856,0.0002,0.0668157,-0.5614636653863514,0.8498986512422562
68673,333,907.1354,422.46666666666664,40919040,595,-0.002677783843508526,0.19008626302083334,0.2,8920,-0.017883149906992912,0.027435335423163756,0.0002,0.06829743,-0.5827934137530004,0.8446149677038193
68903,334,1011.0634,403.8,41041920,595,-0.0035342316377515695,0.18356201171875,0.2,8930,0.00921266432851553,0.023059199754295604,0.0002,0.06920454,-0.5651436563379442,0.8577256798744202
69112,335,922.5806,427.2,41164800,595,-0.002612127440849387,0.18604817708333332,0.2,8940,-0.005617334507405758,0.023952616820795355,0.0002,0.061016995,-0.5701528825378045,0.7933359593153
69322,336,808.1742,396.6,41287680,595,-0.0022188050181762265,0.18937906901041668,0.2,8950,0.0017306815134361386,0.019625719458666802,0.0002,0.06596855,-0.5731003077654168,0.8561483472585678
69553,337,973.5335,401.93333333333334,41410560,595,-0.0026352887817453546,0.18691650390625,0.2,8960,-0.021679826080799103,0.02034283472292922,0.0002,0.06676929,-0.5555403225418801,0.889393649995327
69762,338,1180.1171,437.3333333333333,41533440,595,-0.0024982781554717805,0.19408610026041667,0.2,8970,0.014837793074548244,0.025827984035688586,0.0002,0.0748433,-0.5550667868073409,0.8382652401924133
69981,339,944.2042,420.06666666666666,41656320,595,-0.0026235982416346814,0.19096272786458332,0.2,8980,-0.03373834490776062,0.01892861863767867,0.0002,0.07160318,-0.5629940254675845,0.8117576092481613
70193,340,1092.5398,433.46666666666664,41779200,595,-0.002628916077246686,0.188359375,0.2,8990,-0.00470333406701684,0.01855132298713253,0.0002,0.074611686,-0.5607879689491043,0.8048477470874786
70403,341,983.8875,408.6666666666667,41902080,595,-0.002961268431924206,0.18645345052083334,0.2,9000,0.006932837888598442,0.02301009227148029,0.0002,0.06517827,-0.5510220110571633,0.8260135799646378
70617,342,878.2157,394.93333333333334,42024960,595,-0.0032108789873457983,0.18789632161458333,0.2,9010,-0.0026481132954359055,0.023336467672407556,0.0002,0.06784283,-0.5541046297131106,0.8493305444717407
70830,343,745.2969,316.53333333333336,42147840,595,-0.001769468483835226,0.18572998046875,0.2,9020,-0.008914722129702568,0.025068290023899445,0.0002,0.066603936,-0.544490539751326,0.8368806391954422
71041,344,1083.2325,427.6,42270720,595,-0.0029763026011172164,0.19184977213541668,0.2,9030,-0.014202646911144257,0.02939464987950032,0.0002,0.0698312,-0.561842946219258,0.8642314225435257
71251,345,818.3527,387.3333333333333,42393600,594,-0.0026874894598904577,0.19627360026041665,0.2,9040,0.0031604208052158356,0.03964718065925657,0.0002,0.07469178,-0.555703473445028,0.879561111330986
71460,346,934.3996,385.06666666666666,42516480,594,-0.0021862400941154193,0.18557291666666667,0.2,9050,0.008535817265510559,0.023167379056444587,0.0002,0.07169921,-0.5395276446826756,0.8760996386408806
71671,347,928.4498,394.6666666666667,42639360,594,-0.0022825869639867356,0.18574462890625,0.2,9060,-0.0396883487701416,0.011436527823859895,0.0002,0.068813175,-0.539363385651571,0.8525334894657135
71881,348,830.5535,353.73333333333335,42762240,594,-0.0027333797434857844,0.18852294921875,0.2,9070,-0.016633372753858566,0.02100905634598045,0.0002,0.07209081,-0.5359388873679564,0.8344322443008423
72092,349,868.66504,412.93333333333334,42885120,594,-0.0030280567110366973,0.19287679036458333,0.2,9080,0.0031398129649460316,0.02986631079651905,0.0002,0.07620439,-0.5491473479211951,0.8419798165559769
72302,350,965.89703,407.6666666666667,43008000,594,-0.003111385246223411,0.18988525390625,0.2,9090,-0.019168805330991745,0.02598413813915291,0.0002,0.06990432,-0.5374667143883805,0.8074477165937424
72522,351,977.6683,434.2,43130880,594,-0.002606800719386229,0.18762613932291666,0.2,9100,0.04618885740637779,0.02238432065284011,0.0002,0.0684044,-0.5487498307119434,0.8984485566616058
72733,352,1065.5071,421.93333333333334,43253760,594,-0.0014472219032677458,0.18229899088541668,0.2,9110,0.03500785678625107,0.01992374224242724,0.0002,0.06523099,-0.5448688511302073,0.8812485933303833
72943,353,959.74255,414.8666666666667,43376640,594,-0.002579626874035057,0.18812581380208335,0.2,9120,-0.0034165328834205866,0.025402143702430824,0.0002,0.06620628,-0.5559658523447191,0.8395855277776718
73154,354,1036.9645,407.53333333333336,43499520,594,-0.002147926191496481,0.18650390625,0.2,9130,-0.0299069806933403,0.022375669813240694,0.0002,0.0694163,-0.5493360911263153,0.8529888391494751
73363,355,1048.0133,423.0,43622400,594,-0.0030887380736324605,0.18470458984375,0.2,9140,0.012037623673677444,0.02081964141414706,0.0002,0.07002271,-0.5499120957000802,0.8233514279127121
73574,356,874.18854,381.6,43745280,594,-0.003536302776883531,0.19365234375,0.2,9150,0.015283480286598206,0.0292469966228767,0.0002,0.07682689,-0.5475511877114574,0.82496377825737
73785,357,981.1412,415.06666666666666,43868160,594,-0.003553456246913811,0.19283610026041667,0.2,9160,-0.018475588411092758,0.021588157798425604,0.0002,0.0696953,-0.5559853630590563,0.8368403315544128
73996,358,1033.0094,439.93333333333334,43991040,594,-0.003504736497122091,0.18918701171875,0.2,9170,-0.006312025710940361,0.015401605459116468,0.0002,0.0711472,-0.5467140522273257,0.8665712177753448
74207,359,981.4161,424.53333333333336,44113920,594,-0.002873658767706123,0.18652913411458333,0.2,9180,0.007605636492371559,0.029248536328698265,0.0002,0.066418655,-0.542301345372883,0.8610899150371552
74417,360,1012.4975,431.53333333333336,44236800,594,-0.003460864719797125,0.18800048828125,0.2,9190,0.05724625289440155,0.02007408998173948,0.0002,0.06869173,-0.5408497755136341,0.8977624699473381
74628,361,950.8126,410.1333333333333,44359680,594,-0.002356588517924744,0.19272379557291666,0.2,9200,0.01781819574534893,0.03646511942011633,0.0002,0.07214511,-0.5489343466314798,0.6035637259483337
74838,362,853.86127,386.73333333333335,44482560,594,-0.0029229707046852125,0.19028157552083333,0.2,9210,-0.025926895439624786,0.03308098276957518,0.0002,0.07022405,-0.548235419165964,0.8386403620243073
75047,363,1021.15295,384.6,44605440,594,-0.002388676849708039,0.1918798828125,0.2,9220,-0.037103258073329926,0.01596570933995546,0.0002,0.064818665,-0.5581352347973734,0.862794503569603
75279,364,1090.4452,414.3333333333333,44728320,594,-0.0032736016209219086,0.18600341796875,0.2,9230,-0.006358081474900246,0.02094898143998762,0.0002,0.07576027,-0.5410596242702256,0.8355142176151276
75490,365,969.6822,415.8666666666667,44851200,594,-0.0037179795392664043,0.19432861328125,0.2,9240,0.006190906278789043,0.020133068866410517,0.0002,0.06952178,-0.5562179837049916,0.8524736016988754
75701,366,1069.4497,450.0,44974080,594,-0.003230956633845684,0.19058837890625,0.2,9250,0.11524060368537903,0.01984073159736397,0.0002,0.07023203,-0.5471680689339216,0.862452507019043
75911,367,1060.514,427.0,45096960,594,-0.0025946314607548024,0.18731201171875,0.2,9260,-0.01679118350148201,0.015885787112695483,0.0002,0.070430055,-0.546011296788541,0.8399505317211151
