time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/clip_range,train/clip_fraction,train/policy_gradient_loss
146,913,450.0,1124.4955,19630,17940480,0.0116756195,3080,0.13513675283650325,0.042490072548389435,0.7438682615756989,0.0003,-2.3296912565330663,0.2,0.11016764322916667,-0.0008873792452595808
147,913,450.0,1121.5804,19765,18063360,0.010933293,3090,0.14025672667853845,0.06057646870613098,0.7389145195484161,0.0003,-2.3378714813664554,0.2,0.10476725260416667,-0.0011354275916831587
148,913,450.0,1075.1592,19899,18186240,0.011061805,3100,0.1761867778255449,0.16726939380168915,0.7335108518600464,0.0003,-2.3361409823348125,0.2,0.10703938802083333,-0.0006137974206012586
149,913,450.0,1114.3992,20037,18309120,0.010227394,3110,0.13174850523049828,0.023657668381929398,0.7199004888534546,0.0003,-2.326409238651395,0.2,0.10086751302083333,-0.0001086343723545724
150,913,450.0,1094.0724,20170,18432000,0.012077387,3120,0.13673012572292162,0.015744654461741447,0.771004855632782,0.0003,-2.331866604574025,0.2,0.10261881510416666,-0.0012354871239040222
151,913,450.0,1112.9309,20303,18554880,0.013116272,3130,0.09451383624735171,0.007237125188112259,0.7977588027715683,0.0003,-2.2705675398310023,0.2,0.10943277994791667,-0.0017196579386230344
152,914,450.0,1112.0476,20434,18677760,0.013810476,3140,0.1513423454349201,0.10692889988422394,0.6499916911125183,0.0003,-2.2428694053677223,0.2,0.10447998046875,-0.0014208684101898446
153,914,450.0,1101.6058,20566,18800640,0.010335351,3150,0.13221359836965954,0.10017746686935425,0.6148628294467926,0.0003,-2.31811577492704,0.2,0.10295003255208333,-0.0005223564371954125
154,914,450.0,1110.1619,20699,18923520,0.012390941,3160,0.16290017348796634,0.02349698357284069,0.5393878817558289,0.0003,-2.245890417955816,0.2,0.09997395833333333,-0.0006959436536635622
155,914,450.0,1096.4844,20834,19046400,0.011843337,3170,0.14134782563574844,0.012470846995711327,0.6162880063056946,0.0003,-2.3102746958533924,0.2,0.10664225260416667,-0.0005841793256877281
156,914,450.0,1085.3649,20966,19169280,0.011293218,3180,0.14182052903144116,0.03877647966146469,0.7163683772087097,0.0003,-2.3020612079277636,0.2,0.11018717447916666,-0.0009684381068927905
157,914,450.0,1110.2284,21099,19292160,0.010725856,3190,0.13141430926533454,0.0700463205575943,0.656015008687973,0.0003,-2.302559735700488,0.2,0.1000390625,-0.0007373678442915358
158,914,450.0,1134.1713,21232,19415040,0.009891989,3200,0.1522875452497586,0.04502084478735924,0.6234778463840485,0.0003,-2.335124505956968,0.2,0.10212320963541667,-0.000355117704039003
159,914,450.0,1099.5529,21365,19537920,0.009794775,3210,0.15519145723820355,0.06959118694067001,0.7125450074672699,0.0003,-2.3021742287154,0.2,0.09742268880208334,-0.0005256903503747405
160,914,450.0,1139.2422,21499,19660800,0.0123741515,3220,0.13634678086411442,0.05437017232179642,0.7200962901115417,0.0003,-2.267647517317285,0.2,0.111806640625,-0.0009181338701970768
161,914,450.0,1105.458,21633,19783680,0.011543894,3230,0.15784169622857008,0.1040780171751976,0.751838356256485,0.0003,-2.2114305147031943,0.2,0.10284098307291667,-0.00015155605723217983
162,914,450.0,1089.0481,21770,19906560,0.010750375,3240,0.13992561550873991,0.08452118188142776,0.684439480304718,0.0003,-2.227974406077216,0.2,0.10194091796875,-6.677193964302811e-05
163,914,450.0,1113.234,21907,20029440,0.012383786,3250,0.15469281062003573,0.06846035271883011,0.7442655265331268,0.0003,-2.2077237363780537,0.2,0.11406819661458334,-0.0010534896439579218
