time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate,train/value_loss,train/explained_variance,train/entropy_loss,train/clip_range,train/n_updates,train/policy_gradient_loss
15281,410.30667,450.0,956,119,14622720,0.23293212890625,0.008944548666477203,0.022038583,0.0003,0.1092952102800094,0.46437567472457886,-3.4469223030656577,0.2,1180,-0.0061747108674171615
15411,418.61115,450.0,956,120,14745600,0.23739664713541667,-0.00630604662001133,0.022939693,0.0003,0.10424410608061105,0.5308384299278259,-3.4199119403585794,0.2,1190,-0.007045446917024189
15538,420.28143,450.0,956,121,14868480,0.23666829427083333,0.054690588265657425,0.022016592,0.0003,0.10297430534066128,0.5724468529224396,-3.411913804660241,0.2,1200,-0.006550466328044422
15669,425.11523,450.0,956,122,14991360,0.23524251302083332,0.033575378358364105,0.021872234,0.0003,0.1063752529930692,0.4632594585418701,-3.36571725435555,0.2,1210,-0.006452626661236233
15800,424.69318,450.0,956,123,15114240,0.23997151692708332,0.014102280139923096,0.022668552,0.0003,0.112050577091577,0.3106461763381958,-3.384259882780413,0.2,1220,-0.006633512135116083
15934,422.95996,450.0,956,124,15237120,0.23518880208333334,0.04445015639066696,0.021623304,0.0003,0.10576244735852622,0.4902693033218384,-3.345714909620583,0.2,1230,-0.0065648247500757866
16066,425.29657,450.0,956,125,15360000,0.23524251302083332,0.02284475602209568,0.021595506,0.0003,0.10689929074636893,0.42250293493270874,-3.289181689185401,0.2,1240,-0.006909327531860375
16197,416.74753,446.34,955,126,15482880,0.23688720703125,0.05548465624451637,0.022121072,0.0003,0.10505267683991405,0.4726541042327881,-3.3005013429994383,0.2,1250,-0.006996976313099973
16328,426.59525,450.0,955,127,15605760,0.23397623697916667,0.019409459084272385,0.022438562,0.0003,0.10602056704980593,0.45001864433288574,-3.2485591661309203,0.2,1260,-0.006969357180253913
16457,423.42258,450.0,955,128,15728640,0.23330322265625,0.12648332118988037,0.022153458,0.0003,0.10515440938509224,0.43813544511795044,-3.282646490111947,0.2,1270,-0.005777928684741103
16587,415.43988,450.0,955,129,15851520,0.234580078125,0.12683233618736267,0.02186567,0.0003,0.09942981569736731,0.4654427170753479,-3.2903828511138755,0.2,1280,-0.006502406486142718
16715,423.26816,450.0,955,130,15974400,0.23435139973958333,0.048847150057554245,0.022249976,0.0003,0.10381473268110615,0.5903878509998322,-3.2671283959100643,0.2,1290,-0.006624215314186586
16847,421.48218,450.0,955,131,16097280,0.22892333984375,0.04629188030958176,0.021475872,0.0003,0.09975407289350793,0.48166269063949585,-3.212500513245662,0.2,1300,-0.006186621977988882
16979,419.02982,450.0,955,132,16220160,0.23138834635416666,0.03409446403384209,0.021959087,0.0003,0.10169033587975719,0.6389913856983185,-3.233224559389055,0.2,1310,-0.006929920084373104
17111,419.38223,450.0,955,133,16343040,0.23111328125,0.1427265852689743,0.021426639,0.0003,0.1003791692511004,0.588234156370163,-3.125503222669164,0.2,1320,-0.0068179774230702605
17243,417.064,450.0,954,134,16465920,0.22687744140625,0.05634100362658501,0.021134619,0.0003,0.10093447615242136,0.6341458559036255,-3.10359808092316,0.2,1330,-0.006821526165980079
17375,424.41238,450.0,954,135,16588800,0.22072347005208334,0.05842851847410202,0.02016508,0.0003,0.09130923151994162,0.6758528649806976,-3.0202782634397347,0.2,1340,-0.006033484731027178
17507,427.67993,450.0,954,136,16711680,0.21963785807291666,0.014508947730064392,0.02044938,0.0003,0.09698008373738655,0.6877802312374115,-2.971393154958884,0.2,1350,-0.00677519240542703
17640,420.39484,450.0,954,137,16834560,0.21187255859375,0.05605994164943695,0.019267438,0.0003,0.0942941063643472,0.6049396097660065,-3.0025177512317898,0.2,1360,-0.005939104751911751
17773,431.6129,450.0,954,138,16957440,0.21386637369791667,0.05450272560119629,0.020398844,0.0003,0.09670675939851207,0.6729556620121002,-2.959198651909828,0.2,1370,-0.006479744819062034
17906,418.5523,450.0,953,139,17080320,0.20500895182291667,0.025997431948781013,0.018540293,0.0003,0.09684537310672264,0.6262830793857574,-2.8657629138479632,0.2,1380,-0.005423831694455051
18038,430.67776,450.0,953,140,17203200,0.20205891927083333,0.05205078423023224,0.018285282,0.0003,0.09320313842811932,0.7383726835250854,-2.7343181193123263,0.2,1390,-0.005668998121782351
18200,429.08344,450.0,951,141,17326080,0.18895263671875,-0.01445036567747593,0.018002382,0.0003,0.08950443501933478,0.747845470905304,-2.5606527854998906,0.2,1400,-0.005552367544235798
